200000		0.420240355		0.000586981		50
400000		0.600754331		0.000530451		50
600000		0.616160667		0.000443289		50
800000		0.806860980		0.000486407		50
1000000		0.765810000		0.000544584		50
1200000		0.788135515		0.000466799		50
1400000		0.923634941		0.000482062		50
1600000		1.072115850		0.000480285		50
1800000		1.210532966		0.000499262		50
2000000		1.158424755		0.000518178		50
