20000		0.000394000		0.000001680		50
40000		0.000583200		0.000001516		50
60000		0.000637847		0.000001518		50
80000		0.000786868		0.000001513		50
100000		0.000749460		0.000001651		50
120000		0.000926301		0.000002276		50
140000		0.001744361		0.000006273		50
160000		0.001285600		0.000003000		50
180000		0.001224426		0.000001558		50
200000		0.001795115		0.000004298		50
220000		0.001111629		0.000001530		50
240000		0.001438340		0.000001683		50
260000		0.001356339		0.000001663		50
280000		0.001994896		0.000004471		50
300000		0.001417506		0.000001665		50
320000		0.001632568		0.000001687		50
340000		0.001603512		0.000001478		50
360000		0.001723200		0.000001549		50
380000		0.001882612		0.000002914		50
400000		0.001839181		0.000002390		50
420000		0.001863861		0.000001521		50
440000		0.001477888		0.000001556		50
460000		0.001820377		0.000001587		50
480000		0.001762535		0.000001600		50
500000		0.001964343		0.000001524		50
520000		0.001729222		0.000001705		50
540000		0.001907663		0.000001584		50
560000		0.001908245		0.000001412		50
580000		0.002152217		0.000001417		50
600000		0.001714957		0.000001371		50
620000		0.002173226		0.000001525		50
640000		0.002270400		0.000001556		50
660000		0.002411215		0.000001427		50
680000		0.002040113		0.000001453		50
700000		0.002461454		0.000002155		50
720000		0.002128109		0.000001644		50
740000		0.002198754		0.000001441		50
760000		0.002287550		0.000001506		50
780000		0.002594771		0.000001647		50
800000		0.002631405		0.000003249		50
820000		0.002582596		0.000001450		50
840000		0.002599237		0.000001461		50
860000		0.002494603		0.000001650		50
880000		0.004060024		0.000004886		50
900000		0.002641134		0.000001521		50
920000		0.002472731		0.000001506		50
940000		0.002534367		0.000001676		50
960000		0.003346983		0.000002954		50
980000		0.002878773		0.000001432		50
1000000		0.002606000		0.000001504		50
