20000		0.000006505		0.000000050		50
40000		0.000008400		0.000000050		50
60000		0.000008818		0.000000048		50
80000		0.000012445		0.000000050		50
100000		0.000012017		0.000000049		50
120000		0.000012471		0.000000048		50
140000		0.000014218		0.000000049		50
160000		0.000016000		0.000000049		50
180000		0.000017819		0.000000050		50
200000		0.000018783		0.000000050		50
220000		0.000021576		0.000000050		50
240000		0.000021556		0.000000050		50
260000		0.000021416		0.000000050		50
280000		0.000023283		0.000000050		50
300000		0.000033959		0.000000049		50
320000		0.000030547		0.000000050		50
340000		0.000015160		0.000000044		50
360000		0.000030000		0.000000051		50
380000		0.000029589		0.000000050		50
400000		0.000027828		0.000000050		50
420000		0.000022035		0.000000048		50
440000		0.000023880		0.000000048		50
460000		0.000024416		0.000000048		50
480000		0.000029098		0.000000050		50
500000		0.000029698		0.000000050		50
520000		0.000028844		0.000000049		50
540000		0.000039682		0.000000050		50
560000		0.000029933		0.000000049		50
580000		0.000031986		0.000000050		50
600000		0.000037181		0.000000050		50
620000		0.000031496		0.000000049		50
640000		0.000033600		0.000000050		50
660000		0.000032496		0.000000049		50
680000		0.000037933		0.000000050		50
700000		0.000030120		0.000000048		50
720000		0.000035638		0.000000050		50
740000		0.000030968		0.000000048		50
760000		0.000040102		0.000000050		50
780000		0.000037093		0.000000050		50
800000		0.000028622		0.000000047		50
820000		0.000036222		0.000000049		50
840000		0.000036661		0.000000049		50
860000		0.000037094		0.000000049		50
880000		0.000043152		0.000000050		50
900000		0.000039845		0.000000050		50
920000		0.000042203		0.000000050		50
940000		0.000038781		0.000000049		50
960000		0.000037232		0.000000049		50
980000		0.000033658		0.000000048		50
1000000		0.000046000		0.000000050		50
